date,crop,market,variety,grade,min_price,max_price,modal_price,price_unit,location,year,month,day_of_week
2025-08-07,Potato,RSPuram,Other,Local,4100.7,4997.21,4559.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,3
2025-08-08,Potato,Mettupalayam,Red Nanital,Local,4216.25,5329.56,4755.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,4
2025-08-09,Potato,RSPuram,Red Nanital,Local,3849.22,4753.28,4267.19,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,5
2025-08-10,Potato,Singanallur,Other,Local,3820.75,4922.94,4325.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,6
2025-08-11,Potato,RSPuram,Other,Local,3989.01,4937.27,4415.37,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,0
2025-08-12,Potato,Udumalpet,Other,Local,3541.55,4416.86,3901.77,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,1
2025-08-13,Potato,Sulur,Other,Local,3926.02,4917.89,4453.02,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,2
2025-08-14,Potato,Sulur,Other,Local,4232.99,5342.41,4699.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,3
2025-08-15,Potato,Singanallur,Red Nanital,Local,4079.87,5037.04,4470.8,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,4
2025-08-16,Potato,Mettupalayam,Red Nanital,Local,3808.67,4744.97,4323.15,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,5
2025-08-17,Potato,Singanallur,Other,Local,4035.89,4993.18,4565.49,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,6
2025-08-18,Potato,Udumalpet,Red Nanital,Local,4051.79,4906.92,4455.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,0
2025-08-19,Potato,Udumalpet,Red Nanital,Local,3920.73,4974.84,4376.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,1
2025-08-20,Potato,Udumalpet,Other,Local,3983.97,5017.76,4374.99,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,2
2025-08-21,Potato,RSPuram,Red Nanital,Local,3735.34,4748.49,4195.35,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,3
2025-08-22,Potato,RSPuram,Red Nanital,Local,4060.27,4950.41,4460.96,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,4
2025-08-23,Potato,Udumalpet,Other,Local,3727.77,4803.17,4245.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,5
2025-08-24,Potato,Mettupalayam,Other,Local,3840.4,4791.43,4372.38,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,6
2025-08-25,Potato,Sulur,Red Nanital,Local,3381.74,4401.28,3855.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,0
2025-08-26,Potato,Udumalpet,Other,Local,3810.58,4932.03,4318.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,1
2025-08-27,Potato,Udumalpet,Red Nanital,Local,3967.37,4931.4,4442.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,2
2025-08-28,Potato,Mettupalayam,Red Nanital,Local,3646.13,4681.38,4133.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,3
2025-08-29,Potato,RSPuram,Other,Local,3482.31,4433.81,3955.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,4
2025-08-30,Potato,Udumalpet,Red Nanital,Local,3627.64,4566.54,3977.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,5
2025-08-31,Potato,RSPuram,Other,Local,3555.27,4581.08,4019.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,8,6
2025-09-01,Potato,Udumalpet,Red Nanital,Local,3908.12,4906.47,4394.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,0
2025-09-02,Potato,RSPuram,Red Nanital,Local,3733.58,4588.66,4086.55,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,1
2025-09-03,Potato,Udumalpet,Red Nanital,Local,3719.78,4696.47,4230.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,2
2025-09-04,Potato,Udumalpet,Red Nanital,Local,3552.66,4547.09,3993.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,3
2025-09-05,Potato,Mettupalayam,Red Nanital,Local,3519.93,4477.34,3972.98,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,4
2025-09-06,Potato,Singanallur,Red Nanital,Local,3386.39,4394.15,3904.68,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,5
2025-09-07,Potato,Mettupalayam,Red Nanital,Local,3964.19,4857.85,4409.99,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,6
2025-09-08,Potato,Sulur,Other,Local,3609.3,4742.9,4097.9,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,0
2025-09-09,Potato,Singanallur,Red Nanital,Local,4057.76,5077.99,4494.6,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,1
2025-09-10,Potato,RSPuram,Other,Local,3805.82,4802.08,4151.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,2
2025-09-11,Potato,Mettupalayam,Other,Local,3606.49,4525.38,4047.8,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,3
2025-09-12,Potato,Sulur,Red Nanital,Local,3635.19,4618.02,3982.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,4
2025-09-13,Potato,Sulur,Red Nanital,Local,3672.55,4624.65,4208.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,5
2025-09-14,Potato,Udumalpet,Red Nanital,Local,3978.63,5005.49,4374.0,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,6
2025-09-15,Potato,Sulur,Red Nanital,Local,3709.39,4555.07,4071.61,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,0
2025-09-16,Potato,Mettupalayam,Red Nanital,Local,3854.59,4636.4,4208.46,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,1
2025-09-17,Potato,RSPuram,Red Nanital,Local,3595.66,4409.88,3936.78,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,2
2025-09-18,Potato,Sulur,Red Nanital,Local,3471.97,4578.01,3937.49,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,3
2025-09-19,Potato,Sulur,Other,Local,3671.31,4667.15,4052.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,4
2025-09-20,Potato,Udumalpet,Other,Local,3603.26,4582.48,4026.01,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,5
2025-09-21,Potato,Mettupalayam,Red Nanital,Local,3748.74,4785.93,4248.41,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,6
2025-09-22,Potato,Udumalpet,Other,Local,3903.28,4846.1,4339.28,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,0
2025-09-23,Potato,Udumalpet,Other,Local,3981.9,4938.26,4414.06,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,1
2025-09-24,Potato,Mettupalayam,Other,Local,3551.95,4471.75,4015.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,2
2025-09-25,Potato,Singanallur,Red Nanital,Local,3539.5,4425.03,3998.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,3
2025-09-26,Potato,Sulur,Red Nanital,Local,3649.76,4569.72,4062.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,4
2025-09-27,Potato,Sulur,Red Nanital,Local,3645.58,4753.59,4138.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,5
2025-09-28,Potato,RSPuram,Red Nanital,Local,3750.41,4678.57,4093.8,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,6
2025-09-29,Potato,Sulur,Red Nanital,Local,3902.91,4933.35,4348.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,0
2025-09-30,Potato,Mettupalayam,Red Nanital,Local,3721.21,4759.03,4129.8,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,9,1
2025-10-01,Potato,Singanallur,Red Nanital,Local,3372.82,4393.81,3892.85,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,2
2025-10-02,Potato,Singanallur,Other,Local,3561.62,4448.28,3990.92,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,3
2025-10-03,Potato,Mettupalayam,Red Nanital,Local,3892.61,4862.04,4245.24,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,4
2025-10-04,Potato,Udumalpet,Other,Local,4036.04,5013.04,4433.39,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,5
2025-10-05,Potato,Udumalpet,Red Nanital,Local,3996.26,4841.73,4388.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,6
2025-10-06,Potato,RSPuram,Other,Local,3781.56,4768.68,4230.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,0
2025-10-07,Potato,Sulur,Red Nanital,Local,3894.55,4719.38,4264.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,1
2025-10-08,Potato,Sulur,Other,Local,3881.89,4912.34,4285.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,2
2025-10-09,Potato,RSPuram,Red Nanital,Local,3670.78,4534.01,4069.48,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,3
2025-10-10,Potato,Singanallur,Red Nanital,Local,3382.49,4408.87,3900.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,4
2025-10-11,Potato,Udumalpet,Other,Local,3788.26,4802.48,4175.72,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,5
2025-10-12,Potato,Singanallur,Red Nanital,Local,3647.17,4653.71,4097.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,6
2025-10-13,Potato,Singanallur,Red Nanital,Local,3826.13,4882.18,4302.26,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,0
2025-10-14,Potato,RSPuram,Red Nanital,Local,3748.33,4779.47,4163.08,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,1
2025-10-15,Potato,RSPuram,Other,Local,3613.93,4685.97,4075.73,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,2
2025-10-16,Potato,RSPuram,Red Nanital,Local,3518.33,4579.12,3956.76,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,3
2025-10-17,Potato,Sulur,Red Nanital,Local,3509.08,4493.8,3887.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,4
2025-10-18,Potato,Mettupalayam,Red Nanital,Local,3627.9,4566.07,4117.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,5
2025-10-19,Potato,Singanallur,Other,Local,3433.37,4510.51,3903.02,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,6
2025-10-20,Potato,Sulur,Red Nanital,Local,4105.19,5001.88,4485.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,0
2025-10-21,Potato,Sulur,Other,Local,3692.17,4702.36,4161.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,1
2025-10-22,Potato,Udumalpet,Red Nanital,Local,3836.95,4663.46,4193.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,2
2025-10-23,Potato,RSPuram,Other,Local,3808.72,4840.3,4250.01,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,3
2025-10-24,Potato,Mettupalayam,Other,Local,3681.28,4704.6,4179.17,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,4
2025-10-25,Potato,RSPuram,Red Nanital,Local,3371.31,4402.67,3905.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,5
2025-10-26,Potato,Singanallur,Other,Local,3864.27,4898.82,4307.06,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,6
2025-10-27,Potato,RSPuram,Red Nanital,Local,3906.46,4890.61,4355.5,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,0
2025-10-28,Potato,Sulur,Other,Local,3733.45,4688.25,4155.61,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,1
2025-10-29,Potato,Singanallur,Red Nanital,Local,3519.03,4439.43,4019.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,2
2025-10-30,Potato,Udumalpet,Red Nanital,Local,4202.19,5156.03,4546.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,3
2025-10-31,Potato,Sulur,Other,Local,3934.84,4848.4,4364.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,10,4
2025-11-01,Potato,Udumalpet,Red Nanital,Local,3766.1,4593.46,4170.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,5
2025-11-02,Potato,Sulur,Other,Local,3521.8,4630.63,4018.75,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,6
2025-11-03,Potato,Mettupalayam,Red Nanital,Local,3972.59,5088.29,4466.48,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,0
2025-11-04,Potato,Mettupalayam,Other,Local,3619.92,4763.12,4140.32,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,1
2025-11-05,Potato,Singanallur,Other,Local,3575.22,4680.1,4080.33,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,2
2025-11-06,Potato,RSPuram,Other,Local,3751.16,4681.25,4205.48,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,3
2025-11-07,Potato,RSPuram,Other,Local,3551.54,4603.46,4076.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,4
2025-11-08,Potato,Mettupalayam,Other,Local,3625.38,4769.81,4149.83,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,5
2025-11-09,Potato,Sulur,Other,Local,3715.83,4591.16,4110.54,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,6
2025-11-10,Potato,RSPuram,Red Nanital,Local,3642.27,4718.98,4130.91,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,0
2025-11-11,Potato,RSPuram,Other,Local,3961.25,4960.33,4329.64,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,1
2025-11-12,Potato,Singanallur,Red Nanital,Local,3924.13,4952.24,4421.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,2
2025-11-13,Potato,Singanallur,Other,Local,3498.51,4550.5,4004.98,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,3
2025-11-14,Potato,RSPuram,Red Nanital,Local,4030.43,5063.1,4485.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,4
2025-11-15,Potato,Sulur,Other,Local,3789.07,4749.84,4146.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,5
2025-11-16,Potato,Singanallur,Red Nanital,Local,4189.24,5141.4,4574.49,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,6
2025-11-17,Potato,Udumalpet,Red Nanital,Local,4185.58,5155.97,4721.88,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,0
2025-11-18,Potato,Udumalpet,Other,Local,4244.63,5083.1,4620.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,1
2025-11-19,Potato,RSPuram,Red Nanital,Local,4165.58,5120.05,4542.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,2
2025-11-20,Potato,RSPuram,Red Nanital,Local,4267.55,5170.05,4746.36,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,3
2025-11-21,Potato,Udumalpet,Other,Local,3327.51,4221.27,3782.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,4
2025-11-22,Potato,Sulur,Red Nanital,Local,3753.31,4813.02,4292.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,5
2025-11-23,Potato,Mettupalayam,Other,Local,4061.2,4997.14,4544.96,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,6
2025-11-24,Potato,Singanallur,Red Nanital,Local,4088.23,4975.31,4460.69,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,0
2025-11-25,Potato,Sulur,Other,Local,3691.02,4621.02,4167.58,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,1
2025-11-26,Potato,Sulur,Other,Local,4208.03,5275.7,4710.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,2
2025-11-27,Potato,Udumalpet,Red Nanital,Local,4201.58,5069.67,4603.2,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,3
2025-11-28,Potato,RSPuram,Other,Local,4093.62,5181.51,4576.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,4
2025-11-29,Potato,Mettupalayam,Red Nanital,Local,3697.52,4731.52,4236.27,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,5
2025-11-30,Potato,Singanallur,Other,Local,4120.44,4980.45,4481.87,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,11,6
2025-12-01,Potato,RSPuram,Other,Local,3921.26,5040.03,4391.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,0
2025-12-02,Potato,Mettupalayam,Other,Local,3791.26,4828.48,4202.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,1
2025-12-03,Potato,Sulur,Red Nanital,Local,3766.32,4868.93,4284.03,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,2
2025-12-04,Potato,RSPuram,Other,Local,3761.29,4780.31,4296.44,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,3
2025-12-05,Potato,Sulur,Other,Local,3736.16,4760.72,4150.25,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,4
2025-12-06,Potato,Mettupalayam,Red Nanital,Local,4218.61,5122.66,4577.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,5
2025-12-07,Potato,Sulur,Other,Local,4143.24,5104.4,4612.83,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,6
2025-12-08,Potato,Mettupalayam,Red Nanital,Local,4391.97,5441.82,4909.79,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,0
2025-12-09,Potato,Singanallur,Red Nanital,Local,3852.78,4824.38,4320.43,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,1
2025-12-10,Potato,Sulur,Other,Local,4087.01,4961.41,4510.9,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,2
2025-12-11,Potato,Singanallur,Red Nanital,Local,4386.22,5293.54,4789.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,3
2025-12-12,Potato,Sulur,Red Nanital,Local,4238.08,5130.21,4584.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,4
2025-12-13,Potato,Singanallur,Red Nanital,Local,4468.78,5543.41,4895.71,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,5
2025-12-14,Potato,Mettupalayam,Red Nanital,Local,4051.74,4997.99,4569.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,6
2025-12-15,Potato,Udumalpet,Other,Local,4418.36,5322.72,4852.97,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,0
2025-12-16,Potato,Singanallur,Other,Local,4206.37,5238.05,4624.82,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,1
2025-12-17,Potato,Mettupalayam,Other,Local,4342.38,5412.02,4772.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,2
2025-12-18,Potato,Sulur,Red Nanital,Local,4237.28,5212.95,4718.89,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,3
2025-12-19,Potato,Sulur,Red Nanital,Local,4135.23,5183.48,4642.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,4
2025-12-20,Potato,Udumalpet,Other,Local,4366.82,5164.89,4717.15,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,5
2025-12-21,Potato,Udumalpet,Red Nanital,Local,4546.6,5479.83,5033.84,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,6
2025-12-22,Potato,Singanallur,Other,Local,4208.03,5261.13,4623.79,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,0
2025-12-23,Potato,Sulur,Red Nanital,Local,3980.11,4948.83,4428.21,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,1
2025-12-24,Potato,Udumalpet,Red Nanital,Local,4716.63,5628.56,5069.29,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,2
2025-12-25,Potato,Udumalpet,Red Nanital,Local,4258.4,5380.65,4731.52,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,3
2025-12-26,Potato,Sulur,Other,Local,4489.35,5572.43,4978.01,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,4
2025-12-27,Potato,Udumalpet,Other,Local,4493.91,5505.46,4889.59,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,5
2025-12-28,Potato,Udumalpet,Red Nanital,Local,4436.59,5460.69,4919.23,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,6
2025-12-29,Potato,Udumalpet,Red Nanital,Local,4099.51,4990.21,4571.45,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,0
2025-12-30,Potato,RSPuram,Other,Local,4253.2,5325.43,4761.14,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,1
2025-12-31,Potato,Sulur,Red Nanital,Local,4281.98,5271.38,4670.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2025,12,2
2026-01-01,Potato,Sulur,Red Nanital,Local,4426.56,5221.87,4765.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,3
2026-01-02,Potato,Singanallur,Red Nanital,Local,4407.62,5376.91,4815.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,4
2026-01-03,Potato,Mettupalayam,Red Nanital,Local,4399.28,5349.7,4921.3,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,5
2026-01-04,Potato,Mettupalayam,Red Nanital,Local,4597.98,5703.98,5108.13,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,6
2026-01-05,Potato,Mettupalayam,Other,Local,4577.89,5537.58,5017.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,0
2026-01-06,Potato,RSPuram,Other,Local,4623.94,5534.42,5056.97,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,1
2026-01-07,Potato,Mettupalayam,Red Nanital,Local,4712.16,5657.71,5098.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,2
2026-01-08,Potato,Mettupalayam,Other,Local,4501.89,5534.51,5024.7,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,3
2026-01-09,Potato,Singanallur,Red Nanital,Local,4431.04,5313.56,4872.83,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,4
2026-01-10,Potato,Singanallur,Other,Local,4252.54,5234.71,4668.07,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,5
2026-01-11,Potato,Mettupalayam,Red Nanital,Local,4563.96,5389.17,4963.78,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,6
2026-01-12,Potato,Mettupalayam,Red Nanital,Local,4567.96,5469.8,4998.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,0
2026-01-13,Potato,Mettupalayam,Red Nanital,Local,4254.06,5177.54,4702.6,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,1
2026-01-14,Potato,Udumalpet,Other,Local,4423.4,5579.21,4932.93,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,2
2026-01-15,Potato,Udumalpet,Red Nanital,Local,4423.78,5505.86,4940.94,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,3
2026-01-16,Potato,Mettupalayam,Red Nanital,Local,4743.84,5769.54,5213.0,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,4
2026-01-17,Potato,Sulur,Red Nanital,Local,4345.29,5324.29,4813.37,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,5
2026-01-18,Potato,Mettupalayam,Other,Local,4984.63,5837.5,5414.66,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,6
2026-01-19,Potato,Udumalpet,Red Nanital,Local,4741.23,5613.87,5199.8,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,0
2026-01-20,Potato,Udumalpet,Other,Local,4584.76,5597.01,5113.41,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,1
2026-01-21,Potato,Mettupalayam,Red Nanital,Local,4540.8,5603.58,5009.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,2
2026-01-22,Potato,RSPuram,Other,Local,4680.73,5618.5,5134.61,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,3
2026-01-23,Potato,Udumalpet,Red Nanital,Local,4910.71,5891.59,5281.11,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,4
2026-01-24,Potato,Udumalpet,Red Nanital,Local,4785.72,5578.23,5123.51,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,5
2026-01-25,Potato,Udumalpet,Other,Local,4865.98,5704.98,5291.05,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,6
2026-01-26,Potato,Mettupalayam,Other,Local,4738.47,5836.73,5273.01,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,0
2026-01-27,Potato,Singanallur,Red Nanital,Local,4586.72,5523.47,4926.64,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,1
2026-01-28,Potato,Sulur,Other,Local,4587.76,5520.26,4955.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,2
2026-01-29,Potato,Singanallur,Other,Local,4887.63,5829.33,5231.97,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,3
2026-01-30,Potato,RSPuram,Red Nanital,Local,4826.39,5849.71,5232.72,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,4
2026-01-31,Potato,Mettupalayam,Red Nanital,Local,4836.8,5706.74,5289.36,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,1,5
2026-02-01,Potato,Mettupalayam,Red Nanital,Local,4959.74,5780.54,5351.9,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,6
2026-02-02,Potato,Sulur,Red Nanital,Local,4993.41,6040.68,5408.95,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,0
2026-02-03,Potato,Mettupalayam,Red Nanital,Local,4907.2,6066.79,5428.35,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,1
2026-02-04,Potato,Udumalpet,Other,Local,4637.97,5618.6,5088.41,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,2
2026-02-05,Potato,Mettupalayam,Red Nanital,Local,4486.01,5546.12,4932.09,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,3
2026-02-06,Potato,Udumalpet,Red Nanital,Local,4896.48,5839.78,5399.39,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,4
2026-02-07,Potato,Sulur,Red Nanital,Local,4938.99,5932.83,5319.65,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,5
2026-02-08,Potato,Singanallur,Red Nanital,Local,4890.64,5841.41,5316.1,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,6
2026-02-09,Potato,Sulur,Other,Local,4869.78,5892.6,5250.18,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,0
2026-02-10,Potato,Singanallur,Red Nanital,Local,4745.77,5678.19,5258.52,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,1
2026-02-11,Potato,RSPuram,Other,Local,4746.5,5837.7,5218.04,INR/quintal,"Coimbatore, Tamil Nadu, India",2026,2,2
